chr	TSS	Strand	Gene_symbol
chr5	151056505	+	CTB-113P19.1
chr5	151338458	+	CTB-12O2.1
chr5	168440231	+	CTB-174D11.1
chr5	167659377	-	CTB-178M22.2
chr5	166353375	-	CTB-7E3.1
chr4	1242908	-	CTBP1
chr4	1203907	+	CTBP1-AS
chr4	1243227	+	CTBP1-AS2
chr10	126849624	-	CTBP2
chr1	85040163	-	CTBS
chr5	180673540	+	CTC-338M12.4
chr5	60458142	+	CTC-436P18.1
chr17	8151413	-	CTC1
chr16	67596309	+	CTCF
chr20	56100708	-	CTCFL
chr5	98869693	+	CTD-2151A2.1
chr5	1887444	+	CTD-2194D22.4
chr5	9511444	+	CTD-2201E9.1
chr5	79379488	-	CTD-2201I18.1
chr5	169816496	+	CTD-2270F17.1
chr5	5140167	-	CTD-2297D10.2
chr5	15615111	-	CTD-2350J17.1
chr5	1178720	-	CTD-3080P12.3
chr17	7155259	-	CTDNEP1
chr18	77439800	+	CTDP1
chr2	219263060	+	CTDSP1
chr12	58240747	-	CTDSP2
chr3	37903668	+	CTDSPL
chr15	44719578	+	CTDSPL2
chr16	30907927	+	CTF1
chr6	132272518	-	CTGF
chr10	49239658	-	CTGLF12P
chr1	70876900	+	CTH
chr8	104383742	+	CTHRC1
chr18	46065426	+	CTIF
chr2	204732510	+	CTLA4
chr5	138089084	+	CTNNA1
chr2	79740059	+	CTNNA2
chr10	69455949	-	CTNNA3
chr9	111775874	-	CTNNAL1
chr3	41240941	+	CTNNB1
chr1	9970316	-	CTNNBIP1
chr20	36322356	+	CTNNBL1
chr11	57529233	+	CTNND1
chr5	11904155	-	CTNND2
chr17	3539761	+	CTNS
chr1	41444970	+	CTPS1
chrX	16731102	-	CTPS2
chr11	10772810	+	CTR9
chr16	75252883	+	CTRB1
chr16	75241072	-	CTRB2
chr1	15764937	+	CTRC
chr16	67965778	-	CTRL
chr20	44519590	+	CTSA
chr8	11725646	-	CTSB
chr11	88070941	-	CTSC
chr11	1785222	-	CTSD
chr1	206317458	+	CTSE
chr11	66336047	-	CTSF
chr14	25045466	-	CTSG
chr15	79237420	-	CTSH
chr1	150780917	-	CTSK
chr9	90340973	+	CTSL
chr9	90387829	+	CTSL3P
chr10	48155942	+	CTSLP2
chr9	90459659	+	CTSLP8
chr4	156875048	-	CTSO
chr1	150738433	-	CTSS
chr9	99801925	-	CTSV
chr11	65647283	+	CTSW
chr20	57582309	-	CTSZ
chr11	70244611	+	CTTN
chr7	117513561	-	CTTNBP2
chr1	112938799	+	CTTNBP2NL
chr19	51611647	-	CTU1
chr16	88772890	+	CTU2
chr19	7991051	-	CTXN1
chr15	48483866	+	CTXN2
chr5	126984712	+	CTXN3
chr10	17171816	-	CUBN
chr17	56032684	-	CUEDC1
chr10	104192423	-	CUEDC2
chr7	148395932	+	CUL1
chr10	35379570	-	CUL2
chr2	225450114	-	CUL3
chr13	113862506	+	CUL4A
chrX	119709684	-	CUL4B
chr11	107879407	+	CUL5
chr6	43021683	-	CUL7
chr6	43149921	+	CUL9
chr6	33386065	-	CUTA
chr10	101491957	+	CUTC
chr7	101459183	+	CUX1
chr12	111471827	+	CUX2
chr10	124605691	-	CUZD1
chr11	94706776	-	CWC15
chr2	180871780	-	CWC22
chr17	36981603	-	CWC25
chr5	64064744	+	CWC27
chr10	102027437	-	CWF19L1
chr11	107328572	-	CWF19L2
chr4	48988264	+	CWH43
chr16	57406413	+	CX3CL1
chr3	39323226	-	CX3CR1
chr21	18885223	+	CXADR
chr15	22016878	-	CXADRP2
chr18	14498705	-	CXADRP3
chr4	74735108	+	CXCL1
chr4	76944689	-	CXCL10
chr4	76957350	-	CXCL11
chr10	44880545	-	CXCL12
chr4	78432906	+	CXCL13
chr5	134914969	-	CXCL14
chr17	4643223	-	CXCL16
chr19	42947136	-	CXCL17
chr4	74964997	-	CXCL2
chr4	74904490	-	CXCL3
chr4	74864446	-	CXCL5
chr4	74702272	+	CXCL6
chr4	74606222	+	CXCL8
chr4	76928676	-	CXCL9
chr2	219031716	-	CXCR1
chr2	218990012	+	CXCR2
chr2	218926013	-	CXCR2P1
chrX	70838367	-	CXCR3
chr2	136875725	-	CXCR4
chr11	118754474	+	CXCR5
chr3	45984972	+	CXCR6
chr18	47814692	-	CXXC1
chrX	47566589	+	CXXC1P1
chr4	105416058	-	CXXC4
chr5	139028300	+	CXXC5
chrX	30596033	-	CXorf21
chrX	35937850	+	CXorf22
chrX	19988382	-	CXorf23
chrX	36246895	+	CXorf30
chrX	45060146	-	CXorf36
chrX	40506819	-	CXorf38
chrX	148622518	+	CXorf40A
chrX	149106716	-	CXorf40B
chrX	70987051	-	CXorf49
chrX	70987051	-	CXorf49B
chrX	145891301	+	CXorf51A
chrX	145891301	+	CXorf51B
chrX	118699397	-	CXorf56
chrX	105855159	+	CXorf57
chrX	23926122	+	CXorf58
chrX	70326638	-	CXorf65
chrX	139047677	-	CXorf66
chrX	51149766	+	CXorf67
chr17	61523722	-	CYB561
chr11	61129755	-	CYB561A3
chr1	110036657	+	CYB561D1
chr3	50388125	+	CYB561D2
chr18	71959251	-	CYB5A
chr16	69458497	+	CYB5B
chr17	7761063	+	CYB5D1
chr17	4046461	+	CYB5D2
chr1	202936404	-	CYB5R1
chr11	7694821	-	CYB5R2
chr22	43045405	-	CYB5R3
chr6	84569369	+	CYB5R4
chr1	54665746	-	CYB5RL
chr16	88717492	-	CYBA
chrX	37639269	+	CYBB
chr2	172378756	+	CYBRD1
chr8	145149937	+	CYC1
chr7	25164980	-	CYCS
chr1	157098153	+	CYCSP52
chr15	22892648	+	CYFIP1
chr5	156693089	+	CYFIP2
chr17	74533987	-	CYGB
chr8	145691031	-	CYHR1
chrX	83116133	+	CYLC1
chr9	105757592	+	CYLC2
chr16	50775960	+	CYLD
chr1	111023387	+	CYMP
chr15	74660081	-	CYP11A1
chr8	143961236	-	CYP11B1
chr8	143999259	-	CYP11B2
chr10	104597290	-	CYP17A1
chr15	51630795	-	CYP19A1
chr15	75017877	-	CYP1A1
chr15	75041183	+	CYP1A2
chr2	38303323	-	CYP1B1
chr2	38358246	+	CYP1B1-AS1
chr2	204103163	+	CYP20A1
chr6	31973412	+	CYP21A1P
chr6	31973358	+	CYP21A2
chr20	52790516	-	CYP24A1
chr10	94833231	+	CYP26A1
chr2	72374991	-	CYP26B1
chr10	94821020	+	CYP26C1
chr2	219646471	+	CYP27A1
chr12	58160976	-	CYP27B1
chr2	127963343	-	CYP27C1
chr19	41594355	+	CYP2A13
chr19	41356352	-	CYP2A6
chr19	41388657	-	CYP2A7
chr19	41497203	+	CYP2B6
chr19	41430169	+	CYP2B7P
chr10	96443250	+	CYP2C18
chr10	96522437	+	CYP2C19
chr10	96829254	-	CYP2C8
chr10	96698414	+	CYP2C9
chr22	42526883	-	CYP2D6
chr22	42540575	-	CYP2D7P
chr10	135340866	+	CYP2E1
chr19	41620352	+	CYP2F1
chr19	41396730	+	CYP2G1P
chr1	60392423	-	CYP2J2
chr11	14913751	-	CYP2R1
chr19	41699114	+	CYP2S1
chr4	108852716	+	CYP2U1
chr7	1022834	+	CYP2W1
chr6	46620567	-	CYP39A1
chr7	99381811	-	CYP3A4
chr7	99425635	+	CYP3A43
chr7	99277649	-	CYP3A5
chr7	99332823	-	CYP3A7
chr7	99332823	-	CYP3A7-CYP3AP1
chr14	100150754	+	CYP46A1
chr1	47407156	-	CYP4A11
chr1	47603106	+	CYP4A22
chr1	47264669	+	CYP4B1
chr19	16045676	-	CYP4F11
chr19	15783827	+	CYP4F12
chr19	16008930	-	CYP4F2
chr19	15619335	+	CYP4F22
chr19	15890798	-	CYP4F24P
chr21	15220685	-	CYP4F29P
chr19	15751706	+	CYP4F3
chr2	131437622	+	CYP4F30P
chr18	14337421	+	CYP4F35P
chr2	131199254	-	CYP4F62P
chr19	15726028	+	CYP4F8
chr4	187112673	+	CYP4V2
chr1	47489239	+	CYP4X1
chr1	47533159	+	CYP4Z1
chr1	47366147	-	CYP4Z2P
chr7	91764059	-	CYP51A1
chr7	91763876	+	CYP51A1-AS1
chr8	59412720	-	CYP7A1
chr8	65711348	-	CYP7B1
chr3	42917633	-	CYP8B1
chr1	86046443	+	CYR61
chr2	10220538	-	CYS1
chrX	77583188	-	CYSLTR1
chr13	49280950	+	CYSLTR2
chr9	140119086	+	CYSRT1
chr5	139554652	+	CYSTM1
chr17	76778424	-	CYTH1
chr19	48972464	+	CYTH2
chr7	6312242	-	CYTH3
chr22	37678494	+	CYTH4
chr2	158300604	-	CYTIP
chr4	5021197	-	CYTL1
chr21	27945581	-	CYYR1
chr21	24757156	-	D21S2088E
chr2	242673993	+	D2HGDH
chr14	59655380	+	DAAM1
chr6	39760158	+	DAAM2
chr1	58716211	-	DAB1
chr1	58326214	+	DAB1-AS1
chr5	39425335	-	DAB2
chr9	124329380	+	DAB2IP
chr13	72441330	-	DACH1
chrX	85403454	+	DACH2
chr14	59100785	+	DACT1
chr6	168720434	-	DACT2
chr19	47164395	-	DACT3
chr19	47163620	+	DACT3-AS1
chr14	23058143	-	DAD1
chr3	49506135	+	DAG1
chr11	61447904	+	DAGLA
chr7	6487643	-	DAGLB
chr11	61100653	+	DAK
chr3	49058504	-	DALRD3
chr4	53578620	+	DANCR
chr19	13080431	+	DAND5
chr12	109273856	+	DAO
chr13	106118215	+	DAOA
chr13	106158030	-	DAOA-AS1
chr5	10761387	-	DAP
chr1	155658881	+	DAP3
chr9	90112142	+	DAPK1
chr15	64338521	-	DAPK2
chr19	3971121	-	DAPK3
chr2	159651828	+	DAPL1
chr4	100737980	+	DAPP1
chr2	136743254	-	DARS
chr2	136742745	+	DARS-AS1
chr1	173793796	+	DARS2
chr2	228736326	+	DAW1
chr6	33290793	-	DAXX
chrY	25345239	-	DAZ1
chrY	25365603	+	DAZ2
chrY	25365580	+	DAZ3
chrY	27053187	-	DAZ4
chr19	1407567	+	DAZAP1
chr12	51632507	+	DAZAP2
chr3	16647006	-	DAZL
chr4	190985656	+	DBET
chr7	87505543	+	DBF4
chr17	42785975	+	DBF4B
chr9	136501484	+	DBH
chr9	136522530	-	DBH-AS1
chr2	120124499	+	DBI
chr17	655572	+	DBIL5P
chr2	63346677	-	DBIL5P2
chr5	176900694	-	DBN1
chr16	90086539	-	DBNDD1
chr20	44034632	+	DBNDD2
chr7	44084238	+	DBNL
chr19	49140807	-	DBP
chr3	137893791	-	DBR1
chr1	100715409	-	DBT
chr11	20181870	-	DBX1
chr12	45444882	-	DBX2
chr9	37800550	+	DCAF10
chr14	24583905	+	DCAF11
chr9	34126771	-	DCAF12
chrX	125686842	-	DCAF12L1
chrX	125300080	-	DCAF12L2
chr8	104426941	+	DCAF13
chr15	51236325	+	DCAF13P3
chr19	14063318	+	DCAF15
chr4	17812381	-	DCAF16
chr2	172290760	+	DCAF17
chr14	73393039	+	DCAF4
chr4	41983712	+	DCAF4L1
chr8	88886296	-	DCAF4L2
chr14	69619914	-	DCAF5
chr1	167905796	+	DCAF6
chr17	61627795	+	DCAF7
chr1	160232350	-	DCAF8
chrX	27999566	-	DCAF8L1
chrX	27764925	+	DCAF8L2
chr17	43138477	-	DCAKD
chr5	134783038	-	DCANP1
chr6	117803819	+	DCBLD1
chr3	98620533	-	DCBLD2
chr18	49866541	+	DCC
chr12	55042277	-	DCD
chr11	31391357	-	DCDC1
chr6	24383520	-	DCDC2
chr1	32674694	+	DCDC2B
chr2	3751181	+	DCDC2C
chr11	31014233	-	DCDC5
chr11	6677080	-	DCHS1
chr4	155412877	-	DCHS2
chr4	71859264	+	DCK
chr13	36705514	-	DCLK1
chr4	150999425	+	DCLK2
chr3	36781352	-	DCLK3
chr10	115614163	-	DCLRE1A
chr1	114447914	+	DCLRE1B
chr10	14996431	-	DCLRE1C
chr12	91576806	-	DCN
chr3	53381654	-	DCP1A
chr12	2113677	-	DCP1B
chr5	112312406	+	DCP2
chr11	126173646	+	DCPS
chr1	155006281	+	DCST1
chr1	155006257	-	DCST2
chr8	105352023	+	DCSTAMP
chr13	95131936	-	DCT
chr4	183838630	-	DCTD
chr2	74619214	-	DCTN1
chr2	74612844	+	DCTN1-AS1
chr12	57941114	-	DCTN2
chr9	34620520	-	DCTN3
chr5	150138657	-	DCTN4
chr16	23652686	+	DCTN5
chr8	30013812	+	DCTN6
chr16	30441373	-	DCTPP1
chr3	182698326	-	DCUN1D1
chr13	114145023	-	DCUN1D2
chr16	20911561	-	DCUN1D3
chr4	52709165	+	DCUN1D4
chr11	102962944	-	DCUN1D5
chrX	110655460	-	DCX
chr17	79995573	-	DCXR
chr19	17420336	+	DDA1
chr1	86044046	-	DDAH1
chr6	31698039	-	DDAH2
chr11	61100684	-	DDB1
chr11	47236492	+	DDB2
chr7	50633154	-	DDC
chr7	50599456	+	DDC-AS1
chr14	53620046	-	DDHD1
chr8	38089008	+	DDHD2
chr11	103907307	+	DDI1
chr1	15943952	+	DDI2
chr11	82612736	+	DDIAS
chr12	57914300	-	DDIT3
chr10	74033676	+	DDIT4
chr4	101111655	-	DDIT4L
chr12	49393088	-	DDN
chr6	110736753	-	DDO
chr1	20988037	-	DDOST
chr6	30850389	+	DDR1
chr1	162602227	+	DDR2
chr20	3185295	-	DDRGK1
chr22	24322019	-	DDT
chr22	24309025	+	DDTL
chr2	15731744	+	DDX1
chr11	108535751	+	DDX10
chr12	31226778	+	DDX11
chr12	31226781	-	DDX11-AS1
chr1	11873	+	DDX11L1
chr16	61554	+	DDX11L10
chrX	155257848	-	DDX11L16
chr2	114361294	-	DDX11L2
chr9	11986	+	DDX11L5
chr15	102519296	-	DDX11L9
chr12	9600768	-	DDX12P
chr22	38902345	-	DDX17
chr2	118572254	+	DDX18
chr16	70380823	+	DDX19A
chr16	70323669	+	DDX19B
chr1	112298189	+	DDX20
chr10	70715878	+	DDX21
chr12	49245957	-	DDX23
chr14	94547558	-	DDX24
chr11	125774260	+	DDX25
chrX	134654554	+	DDX26B
chrX	134654599	-	DDX26B-AS1
chr20	47835831	+	DDX27
chr16	68057770	-	DDX28
chr9	135545788	-	DDX31
chr19	14530195	-	DDX39A
chr6	31510252	-	DDX39B
chrX	41192650	+	DDX3X
chrY	15016018	+	DDX3Y
chr5	55033844	+	DDX4
chr5	176943967	-	DDX41
chr17	61851548	+	DDX42
chr6	74104284	+	DDX43
chr5	134094423	+	DDX46
chr12	12966279	+	DDX47
chr19	19030483	+	DDX49
chr17	62502484	-	DDX5
chr10	70661033	+	DDX50
chr12	132628880	-	DDX51
chr17	36003493	-	DDX52
chrX	23018077	+	DDX53
chr12	113623284	-	DDX54
chr12	124086671	+	DDX55
chr7	44614137	-	DDX56
chr9	32526322	-	DDX58
chr1	200639126	-	DDX59
chr11	118661972	-	DDX6
chr4	169239958	-	DDX60
chr4	169401665	-	DDX60L
chr11	695754	-	DEAF1
chr4	153258806	+	DEAR
chr8	91013579	+	DECR1
chr16	451857	+	DECR2
chr1	161102478	-	DEDD
chr19	42724304	-	DEDD2
chr6	35265594	+	DEF6
chr16	90015138	+	DEF8
chr8	6875823	-	DEFA1
chr8	6826635	-	DEFA10P
chr8	6887011	-	DEFA11P
chr8	6875823	-	DEFA1B
chr8	6875816	-	DEFA3
chr8	6795860	-	DEFA4
chr8	6914261	-	DEFA5
chr8	6783598	-	DEFA6
chr8	6809121	-	DEFA8P
chr8	6817683	-	DEFA9P
chr8	6735529	-	DEFB1
chr8	7740180	-	DEFB103A
chr8	7740180	-	DEFB103B
chr8	7698764	-	DEFB104A
chr8	7698764	-	DEFB104B
chr8	7345190	+	DEFB105A
chr8	7345190	+	DEFB105B
chr8	7686575	-	DEFB106A
chr8	7686575	-	DEFB106B
chr8	7353367	+	DEFB107A
chr8	7353367	+	DEFB107B
chr11	71544245	+	DEFB108B
chr8	12257874	-	DEFB109P1
chr8	7170367	+	DEFB109P1B
chr6	49989694	-	DEFB110
chr6	50016364	-	DEFB112
chr6	49937338	-	DEFB113
chr6	49931818	-	DEFB114
chr20	29845466	+	DEFB115
chr20	29896388	-	DEFB116
chr20	29956420	+	DEFB118
chr20	29978452	-	DEFB119
chr20	30000641	-	DEFB121
chr20	30016983	-	DEFB122
chr20	30028410	+	DEFB123
chr20	30060816	-	DEFB124
chr20	68350	+	DEFB125
chr20	123193	+	DEFB126
chr20	138110	+	DEFB127
chr20	170264	-	DEFB128
chr20	207898	+	DEFB129
chr8	12175825	-	DEFB130
chr4	9446259	+	DEFB131
chr20	238376	+	DEFB132
chr6	49917157	-	DEFB133
chr8	11853760	-	DEFB134
chr8	11839829	+	DEFB135
chr8	11832108	-	DEFB136
chr8	7752086	+	DEFB4A
chr8	7274354	-	DEFB4B
chr8	6866346	-	DEFT1P
chr8	6866346	-	DEFT1P2
chr1	224370909	+	DEGS1
chr14	100626012	-	DEGS2
chr6	18264799	-	DEK
chr9	126692417	-	DENND1A
chr1	197744623	-	DENND1B
chr19	6481819	-	DENND1C
chr7	140302342	-	DENND2A
chr1	115212732	-	DENND2C
chr1	111747160	-	DENND2D
chr8	142138719	+	DENND3
chr15	66084631	-	DENND4A
chr1	153919154	-	DENND4B
chr9	19230762	+	DENND4C
chr11	9286873	-	DENND5A
chr12	31743952	-	DENND5B
chr12	31742856	+	DENND5B-AS1
chr3	57678816	-	DENND6A
chr22	50765489	-	DENND6B
chr12	123237370	+	DENR
chr1	68962904	-	DEPDC1
chr1	68962358	+	DEPDC1-AS1
chr5	59995993	-	DEPDC1B
chr12	100660857	-	DEPDC4
chr22	32149936	+	DEPDC5
chr11	33037409	+	DEPDC7
chr8	120885894	+	DEPTOR
chr12	16064105	+	DERA
chr8	124054663	-	DERL1
chr17	5389494	-	DERL2
chr22	24181199	-	DERL3
chr2	220283098	+	DES
chr22	42017061	-	DESI1
chr1	244816349	+	DESI2
chr15	89089912	-	DET1
chr16	11036257	-	DEXI
chr1	10532613	-	DFFA
chr1	3773830	+	DFFB
chr7	24797639	-	DFNA5
chr9	117267736	-	DFNB31
chr2	179316162	+	DFNB59
chr8	145550582	-	DGAT1
chr11	75479777	+	DGAT2
chrX	69397335	+	DGAT2L6
chr22	19010136	+	DGCR10
chr22	19035888	-	DGCR11
chr22	19132190	-	DGCR14
chr22	19109967	-	DGCR2
chr22	18958010	+	DGCR5
chr22	18893735	+	DGCR6
chr22	20307628	-	DGCR6L
chr22	20067754	+	DGCR8
chr22	19005346	+	DGCR9
chr12	56324945	+	DGKA
chr7	14881075	-	DGKB
chr2	234263152	+	DGKD
chr17	54911459	+	DGKE
chr3	186080023	-	DGKG
chr13	42614171	+	DGKH
chr7	137531609	-	DGKI
chrX	50213737	-	DGKK
chr4	967348	-	DGKQ
chr11	46354454	+	DGKZ
chr2	74153952	+	DGUOK
chr2	74208566	-	DGUOK-AS1
chr1	55352921	-	DHCR24
chr11	71159477	-	DHCR7
chr1	26758772	+	DHDDS
chr19	49436938	+	DHDH
chr5	79950800	-	DHFR
chr3	93782067	-	DHFRL1
chr12	49488602	-	DHH
chr16	72042642	+	DHODH
chr19	12792701	-	DHPS
chr14	24769039	-	DHRS1
chr17	34948225	+	DHRS11
chr13	52378298	-	DHRS12
chr17	27230089	-	DHRS13
chr14	24105572	+	DHRS2
chr1	12677737	-	DHRS3
chr14	24422943	+	DHRS4
chr14	24424321	-	DHRS4-AS1
chr14	24476217	+	DHRS4L1
chr14	24439082	+	DHRS4L2
chr14	60632211	-	DHRS7
chr17	21030240	+	DHRS7B
chr17	9694614	-	DHRS7C
chr2	169923544	+	DHRS9
chrX	2419015	-	DHRSX
chr10	12110915	+	DHTKD1
chr4	24586184	-	DHX15
chr6	30640830	-	DHX16
chr5	54603521	-	DHX29
chr3	47844398	+	DHX30
chr10	127569884	-	DHX32
chr17	5372380	-	DHX33
chr19	47852537	+	DHX34
chr20	37590980	+	DHX35
chr3	154042286	-	DHX36
chr12	125473667	-	DHX37
chr16	72127614	+	DHX38
chr17	57642885	+	DHX40
chr2	39103021	-	DHX57
chr17	40264751	-	DHX58
chr17	41561333	+	DHX8
chr1	182808438	+	DHX9
chr12	122712081	-	DIABLO
chr5	140998622	-	DIAPH1
chrX	95939661	+	DIAPH2
chrX	96819534	-	DIAPH2-AS1
chr13	60738119	-	DIAPH3
chr13	60586851	+	DIAPH3-AS1
chr13	60718831	+	DIAPH3-AS2
chr14	95624347	-	DICER1
chr14	95624024	+	DICER1-AS1
chr20	61569304	-	DIDO1
chr1	210001311	+	DIEXF
chr5	61699728	-	DIMT1
chr1	54359860	+	DIO1
chr14	80697397	-	DIO2
chr14	80677761	+	DIO2-AS1
chr14	102027687	+	DIO3
chr14	102022013	-	DIO3OS
chr21	47878861	+	DIP2A
chr21	47882383	+	DIP2A-IT1
chr12	50898767	+	DIP2B
chr10	735608	-	DIP2C
chr19	2721390	-	DIRAS1
chr9	93405108	-	DIRAS2
chr1	68516460	-	DIRAS3
chr2	189654831	-	DIRC1
chr3	122513900	+	DIRC2
chr2	218621316	-	DIRC3
chr13	73356266	-	DIS3
chr15	66585632	+	DIS3L
chr2	232826292	+	DIS3L2
chr1	231762560	+	DISC1
chr11	89984399	+	DISC1FP1
chr1	231954263	-	DISC2
chr1	222988430	+	DISP1
chr15	40650433	+	DISP2
chr11	111797867	+	DIXDC1
chrX	153991016	+	DKC1
chr9	139221779	-	DKFZP434A062
chr16	56228437	-	DKFZP434H168
chr4	153457415	+	DKFZP434I0714
chr11	61525136	-	DKFZP434K028
chr15	30488238	+	DKFZP434L187
chr7	30409665	+	DKFZP586I1420
chr19	46713498	+	DKFZp434J0226
chr7	56563915	+	DKFZp434L192
chr6	163768065	-	DKFZp451B082
chr11	31838113	+	DKFZp686K1684
chr11	45792982	+	DKFZp779M0652
chr10	54074040	+	DKK1
chr4	107957453	-	DKK2
chr11	12030917	-	DKK3
chr8	42234674	-	DKK4
chr19	49866986	+	DKKL1
chr11	111895537	+	DLAT
chr8	13372429	-	DLC1
chr7	107531551	+	DLD
chr3	38080695	+	DLEC1
chr13	50656304	+	DLEU1
chr13	51101585	-	DLEU1-AS1
chr13	50699677	-	DLEU2
chr1	64014650	+	DLEU2L
chr13	51417885	-	DLEU7
chr13	51381990	+	DLEU7-AS1
chr3	197026143	-	DLG1
chr3	197025117	+	DLG1-AS1
chr11	85338314	-	DLG2
chrX	69664704	+	DLG3
chrX	69675844	-	DLG3-AS1
chr17	7123369	-	DLG4
chr10	79686348	-	DLG5
chr10	79686569	+	DLG5-AS1
chr18	4455266	-	DLGAP1
chr18	3594111	+	DLGAP1-AS1
chr18	3603734	+	DLGAP1-AS2
chr18	3878179	+	DLGAP1-AS3
chr18	3962352	+	DLGAP1-AS4
chr18	4264601	+	DLGAP1-AS5
chr8	1449531	+	DLGAP2
chr8	1569830	-	DLGAP2-AS1
chr1	35395186	-	DLGAP3
chr20	34894244	+	DLGAP4
chr20	35201678	-	DLGAP4-AS1
chr14	55658396	-	DLGAP5
chr14	101193201	+	DLK1
chr6	43424370	-	DLK2
chr6	170599697	-	DLL1
chr19	39989556	+	DLL3
chr15	41221530	+	DLL4
chr14	75348593	+	DLST
chr2	172950207	+	DLX1
chr2	172967478	-	DLX2
chr17	48072588	-	DLX3
chr17	48046561	+	DLX4
chr7	96654143	-	DLX5
chr7	96635289	+	DLX6
chr7	96643377	-	DLX6-AS1
chr1	44679124	+	DMAP1
chr10	124320180	+	DMBT1
chr10	124516209	+	DMBT1P1
chr1	46972667	+	DMBX1
chr22	38966201	-	DMC1
chrX	33357726	-	DMD
chr5	78365497	-	DMGDH
chr19	36004560	-	DMKN
chr4	88571453	+	DMP1
chr19	46285815	-	DMPK
chr9	841689	+	DMRT1
chr9	1050345	+	DMRT2
chr9	976967	+	DMRT3
chr9	22446839	+	DMRTA1
chr1	50889119	-	DMRTA2
chr1	53925071	+	DMRTB1
chrX	72064875	+	DMRTC1
chrX	72064875	+	DMRTC1B
chr19	42349085	+	DMRTC2
chr7	86781676	+	DMTF1
chr8	21911080	+	DMTN
chr19	46296060	-	DMWD
chr5	118407083	+	DMXL1
chr15	51914967	-	DMXL2
chr10	70231878	-	DNA2
chr16	84178864	+	DNAAF1
chr14	50101948	-	DNAAF2
chr19	55678090	-	DNAAF3
chr3	52350334	+	DNAH1
chr12	124247041	+	DNAH10
chr7	21582832	+	DNAH11
chr3	57530071	-	DNAH12
chr1	225117355	+	DNAH14
chr17	76573476	-	DNAH17
chr17	76480991	+	DNAH17-AS1
chr17	7623038	+	DNAH2
chr16	21170762	-	DNAH3
chr5	13944589	-	DNAH5
chr2	84743578	+	DNAH6
chr2	196933536	-	DNAH7
chr6	38683116	+	DNAH8
chr17	11501747	+	DNAH9
chr9	34458749	+	DNAI1
chr17	72270385	+	DNAI2
chr9	33025208	+	DNAJA1
chr1	102337566	+	DNAJA1P5
chr16	47007625	-	DNAJA2
chr16	4475805	+	DNAJA3
chr15	78556486	+	DNAJA4
chr19	14629371	-	DNAJB1
chr3	186288464	+	DNAJB11
chr10	74114907	-	DNAJB12
chr11	73661363	+	DNAJB13
chr4	100867883	-	DNAJB14
chr2	220144039	+	DNAJB2
chr2	234652661	-	DNAJB3
chr1	78470635	+	DNAJB4
chr9	34989637	+	DNAJB5
chr9	34989376	-	DNAJB5-AS1
chr7	157129709	+	DNAJB6
chr22	41258130	-	DNAJB7
chr3	128186091	-	DNAJB8
chr3	128182436	+	DNAJB8-AS1
chr7	108210188	+	DNAJB9
chr10	22292650	-	DNAJC1
chr2	183580767	+	DNAJC10
chr1	6761966	-	DNAJC11
chr10	69597937	-	DNAJC12
chr3	132136552	+	DNAJC13
chr12	56223420	-	DNAJC14
chr13	43597361	+	DNAJC15
chr1	15853307	+	DNAJC16
chr15	41099676	-	DNAJC17
chr5	138775214	-	DNAJC18
chr3	180707562	-	DNAJC19
chr7	102985320	-	DNAJC2
chr5	34929697	+	DNAJC21
chr12	49741040	+	DNAJC22
chr11	31391376	+	DNAJC24
chr9	114393631	+	DNAJC25
chr9	114393631	+	DNAJC25-GNG10
chr2	25194963	-	DNAJC27
chr2	25194980	+	DNAJC27-AS1
chr21	34864030	-	DNAJC28
chr13	96329392	+	DNAJC3
chr7	73097781	-	DNAJC30
chr11	63997752	+	DNAJC4
chr20	62526454	+	DNAJC5
chr8	66933790	+	DNAJC5B
chr2	27498288	+	DNAJC5G
chr1	65730376	+	DNAJC6
chr17	40169715	-	DNAJC7
chr1	28559542	-	DNAJC8
chr10	75007025	-	DNAJC9
chr10	75007124	+	DNAJC9-AS1
chr14	74111577	+	DNAL1
chr22	39190161	-	DNAL4
chr1	38022519	+	DNALI1
chr16	3702939	+	DNASE1
chrX	153640427	-	DNASE1L1
chr16	2286467	+	DNASE1L2
chr3	58196730	-	DNASE1L3
chr19	12992335	-	DNASE2
chr1	84864214	+	DNASE2B
chr5	140053171	-	DND1
chr2	230579286	-	DNER
chr11	6518525	+	DNHD1
chr9	139258263	-	DNLZ
chr9	130965633	+	DNM1
chr12	32832133	+	DNM1L
chr15	76032418	-	DNM1P35
chr15	85045805	+	DNM1P41
chr15	100347132	-	DNM1P46
chr19	10828728	+	DNM2
chr1	171810617	+	DNM3
chr1	172113975	-	DNM3OS
chr10	101769676	-	DNMBP
chr10	101686965	+	DNMBP-AS1
chr19	10305755	-	DNMT1
chr2	25565459	-	DNMT3A
chr20	31350190	+	DNMT3B
chr21	45682099	-	DNMT3L
chr2	220252662	-	DNPEP
chr6	43197211	-	DNPH1
chr10	98064084	+	DNTT
chr20	44420575	+	DNTTIP1
chr1	94344762	-	DNTTIP2
chr16	30024917	-	DOC2A
chr17	31421	-	DOC2B
chr11	67383135	-	DOC2GP
chr10	128593977	+	DOCK1
chr2	225907330	-	DOCK10
chrX	117629871	+	DOCK11
chr5	169064250	+	DOCK2
chr3	50712671	+	DOCK3
chr7	111846462	-	DOCK4
